surface_id,visual_paragraph_index,kind,source_target_ids,ranges,inter_record_joins,boundary_before,boundary_origin,visible_normalized_text,canonical_reconstructed_text_sha256
HOUR_01_MEDITATION,10,native_block,PASSION24.HOUR.01.P010,"[{""para_id"":""PASSION24.HOUR.01.P010"",""start"":0,""end"":284,""text"":""Et ici, sur cette terre, je veux aller chez toutes les créatures et demander que chaque bouche, chaque battement de cœur, chaque pas, chaque respiration, chaque regard, chaque pensée, disent un « je Te bénis » à Jésus. Et si certaines personnes refusent, je veux le dire à leur place.""}]",False,False,NATIVE_BLOCK_START,"Et ici, sur cette terre, je veux aller chez toutes les créatures et demander que chaque bouche, chaque battement de cœur, chaque pas, chaque respiration, chaque regard, chaque pensée, disent un « je Te bénis » à Jésus. Et si certaines personnes refusent, je veux le dire à leur place.",dfc1615d3a2c5c05d71cdf1ac6c5c3c4a649b8abb9044ffaec6bd584a236a040
HOUR_01_MEDITATION,11,native_block,PASSION24.HOUR.01.P011,"[{""para_id"":""PASSION24.HOUR.01.P011"",""start"":0,""end"":421,""text"":""Ô douce Maman, après avoir couru partout pour demander à la Sainte Trinité, aux anges, à toutes les créatures, à la lumière du soleil, au parfum des fleurs, aux vagues de la mer, à tout souffle du vent, à toute étincelle de feu, à toute feuille qui bouge, à tout scintillement d’étoile, à tout mouvement de la nature, un « je Te bénis » pour Jésus, j’en viens à toi et à tes bénédictions, auxquelles je joins les miennes.""}]",False,False,NATIVE_BLOCK_START,"Ô douce Maman, après avoir couru partout pour demander à la Sainte Trinité, aux anges, à toutes les créatures, à la lumière du soleil, au parfum des fleurs, aux vagues de la mer, à tout souffle du vent, à toute étincelle de feu, à toute feuille qui bouge, à tout scintillement d’étoile, à tout mouvement de la nature, un « je Te bénis » pour Jésus, j’en viens à toi et à tes bénédictions, auxquelles je joins les miennes.",ab784436952049df1c6b23a2c893dd905cadcce2b4214c8370413f5842d866f4
HOUR_01_MEDITATION,12,native_block,PASSION24.HOUR.01.P012,"[{""para_id"":""PASSION24.HOUR.01.P012"",""start"":0,""end"":72,""text"":""Ma douce Maman, je vois que tu en reçois du réconfort et du soulagement.""}]",False,False,NATIVE_BLOCK_START,"Ma douce Maman, je vois que tu en reçois du réconfort et du soulagement.",43e24cd9a6ff6ee0eb1ff0387c06d1cc079416215b4d289c7ca2bbafd1f8c65b
HOUR_01_MEDITATION,13,native_block,PASSION24.HOUR.01.P013,"[{""para_id"":""PASSION24.HOUR.01.P013"",""start"":0,""end"":103,""text"":""Toutes ces bénédictions, tu les offres à Jésus en réparation des blasphèmes qu’Il reçoit des créatures.""}]",False,False,NATIVE_BLOCK_START,"Toutes ces bénédictions, tu les offres à Jésus en réparation des blasphèmes qu’Il reçoit des créatures.",531ff04d29edf0f7cff412fe20509dab7a64347d82acaf510aa72a52d4c35bab
HOUR_01_MEDITATION,14,native_block,PASSION24.HOUR.01.P014,"[{""para_id"":""PASSION24.HOUR.01.P014"",""start"":0,""end"":119,""text"":""Mais tandis que tu présentes ces bénédictions à Jésus, j’entends ta Voix émue qui Lui dit : « Fils, bénis-moi aussi ! »""}]",False,False,NATIVE_BLOCK_START,"Mais tandis que tu présentes ces bénédictions à Jésus, j’entends ta Voix émue qui Lui dit : « Fils, bénis-moi aussi ! »",36da4966ca951300ea0006432edd33d88a216a9f9bfe687f33de82fa00f3092d
HOUR_01_MEDITATION,15,native_block,PASSION24.HOUR.01.P014,"[{""para_id"":""PASSION24.HOUR.01.P014"",""start"":119,""end"":263,""text"":"" Ô Jésus, mon doux Amour, bénis-moi aussi avec ta Mère. Bénis mes pensées, mon cœur, mes mains, mes pas, mes œuvres. Bénis toutes les créatures.""}]",False,True,V101101_SPEECH_END,"Ô Jésus, mon doux Amour, bénis-moi aussi avec ta Mère. Bénis mes pensées, mon cœur, mes mains, mes pas, mes œuvres. Bénis toutes les créatures.",905c9e4f9da799061329fc589033a530064b8588d8fe3b34fe9ed725892d4627
HOUR_01_MEDITATION,16,native_block,PASSION24.HOUR.01.P015,"[{""para_id"":""PASSION24.HOUR.01.P015"",""start"":0,""end"":154,""text"":""Ô ma Mère, en admirant le Visage de ton Jésus si affligé et si triste, se réveille en toi la vue déchirante des Souffrances que bientôt Il devra souffrir.""}]",False,False,NATIVE_BLOCK_START,"Ô ma Mère, en admirant le Visage de ton Jésus si affligé et si triste, se réveille en toi la vue déchirante des Souffrances que bientôt Il devra souffrir.",a075d87dc09f17c4643537a0ce888cecfc1ce9a395d88aa646ac438a84702abe
HOUR_01_MEDITATION,17,native_block,PASSION24.HOUR.01.P016,"[{""para_id"":""PASSION24.HOUR.01.P016"",""start"":0,""end"":188,""text"":""Tu vois d’avance son Visage couvert de crachats, sa Tête transpercée par les épines, ses Yeux bandés, son Corps torturé par les coups de fouet, ses Mains et ses Pieds percés par les clous.""}]",False,False,NATIVE_BLOCK_START,"Tu vois d’avance son Visage couvert de crachats, sa Tête transpercée par les épines, ses Yeux bandés, son Corps torturé par les coups de fouet, ses Mains et ses Pieds percés par les clous.",51258b4cf97e4aae4ce15ad2a1f5593a8aa005e5008d318c826643d3b81fbc61
HOUR_01_MEDITATION,18,native_block,PASSION24.HOUR.01.P017,"[{""para_id"":""PASSION24.HOUR.01.P017"",""start"":0,""end"":139,""text"":""Et tu Le bénis. À l’endroit où Il est sur le point d’aller, tu L’accompagnes avec tes bénédictions. À tes côtés, je L’accompagne moi aussi.""}]",False,False,NATIVE_BLOCK_START,"Et tu Le bénis. À l’endroit où Il est sur le point d’aller, tu L’accompagnes avec tes bénédictions. À tes côtés, je L’accompagne moi aussi.",272b4238a2d9e6a50a9b40e5fdeb917f0ff3ea202eab266003230b8e6d69016a
HOUR_01_MEDITATION,19,native_block,PASSION24.HOUR.01.P018,"[{""para_id"":""PASSION24.HOUR.01.P018"",""start"":0,""end"":161,""text"":""Quand Jésus sera frappé par les fouets, transpercé par les clous, giflé, couronné d’épines, partout Il trouvera en même temps que les tiens, mes « je Te bénis ».""}]",False,False,NATIVE_BLOCK_START,"Quand Jésus sera frappé par les fouets, transpercé par les clous, giflé, couronné d’épines, partout Il trouvera en même temps que les tiens, mes « je Te bénis ».",0a956184eea262f98ca724794f7e1cc3e42ae1c3d89c47ff3c01715dda585cb7
HOUR_01_MEDITATION,20,native_block,PASSION24.HOUR.01.P019,"[{""para_id"":""PASSION24.HOUR.01.P019"",""start"":0,""end"":172,""text"":""Ô Jésus, ô Marie, comme je compatis avec Vous deux ! Immense est votre Souffrance en ces derniers moments. On a l’impression que le Cœur de l’un déchire le Cœur de l’autre.""}]",False,False,NATIVE_BLOCK_START,"Ô Jésus, ô Marie, comme je compatis avec Vous deux ! Immense est votre Souffrance en ces derniers moments. On a l’impression que le Cœur de l’un déchire le Cœur de l’autre.",5ad2256e389d7bff867eee50a6326540ff980504d06c4a4a60fc39561baf8549
HOUR_01_MEDITATION,21,native_block,PASSION24.HOUR.01.P020,"[{""para_id"":""PASSION24.HOUR.01.P020"",""start"":0,""end"":163,""text"":""Tendre Mère, arrache mon cœur à la terre et attache-le bien fort à Celui de Jésus. Ainsi bien serré contre Lui, qu’il prenne part à tes Souffrances et aux Siennes.""}]",False,False,NATIVE_BLOCK_START,"Tendre Mère, arrache mon cœur à la terre et attache-le bien fort à Celui de Jésus. Ainsi bien serré contre Lui, qu’il prenne part à tes Souffrances et aux Siennes.",8764cafca9fd5728821e96835b49ed4036d151cd39ce0417dd8dd0c847a19838
HOUR_01_MEDITATION,22,native_block,PASSION24.HOUR.01.P021,"[{""para_id"":""PASSION24.HOUR.01.P021"",""start"":0,""end"":263,""text"":""Tandis que Vous Vous embrasserez, que Vous Vous donnerez vos derniers Regards, vos derniers Baisers, alors, comme moi je serai entre vos deux Cœurs, que je reçoive ces derniers Baisers, ces derniers Embrassements. Ne voyez-Vous pas que je ne puis être sans Vous ?""}]",False,False,NATIVE_BLOCK_START,"Tandis que Vous Vous embrasserez, que Vous Vous donnerez vos derniers Regards, vos derniers Baisers, alors, comme moi je serai entre vos deux Cœurs, que je reçoive ces derniers Baisers, ces derniers Embrassements. Ne voyez-Vous pas que je ne puis être sans Vous ?",e96726c350591e5473b19d1a379f9e1eba4a2d4bc6d0b66ce8b090d68703b28b
HOUR_01_MEDITATION,23,native_block,PASSION24.HOUR.01.P022,"[{""para_id"":""PASSION24.HOUR.01.P022"",""start"":0,""end"":133,""text"":""Jésus, Maman, tenez-moi serrée contre Vous, donnez-moi votre Amour, votre Vouloir, dardez mon pauvre cœur, serrez-moi entre vos Bras.""}]",False,False,NATIVE_BLOCK_START,"Jésus, Maman, tenez-moi serrée contre Vous, donnez-moi votre Amour, votre Vouloir, dardez mon pauvre cœur, serrez-moi entre vos Bras.",d5c6d1b931de182b9c7c12f32bf75ecc428a97d6b2ceecd92d47f93c4cddaf04
HOUR_01_MEDITATION,24,native_block,PASSION24.HOUR.01.P023,"[{""para_id"":""PASSION24.HOUR.01.P023"",""start"":0,""end"":174,""text"":""Avec toi, ô douce Mère, je veux suivre pas à pas l’adorable Jésus, avec l’intention de Lui donner du réconfort, du soulagement, de l’amour et de la réparation au nom de tous.""}]",False,False,NATIVE_BLOCK_START,"Avec toi, ô douce Mère, je veux suivre pas à pas l’adorable Jésus, avec l’intention de Lui donner du réconfort, du soulagement, de l’amour et de la réparation au nom de tous.",4ebb77fbf04bd09a4b3590ba0dc8c00bd8f62c24301a9436153f26ee5253cfaa
HOUR_01_MEDITATION,25,native_block,PASSION24.HOUR.01.P024,"[{""para_id"":""PASSION24.HOUR.01.P024"",""start"":0,""end"":212,""text"":""Ô Jésus, avec ta Maman, je donne un baiser à ton Pied gauche, en Te priant de me pardonner et de pardonner à toutes les créatures pour toutes les fois que nous avons refusé de cheminer vers Dieu. Gloire au Père,…""}]",False,False,NATIVE_BLOCK_START,"Ô Jésus, avec ta Maman, je donne un baiser à ton Pied gauche, en Te priant de me pardonner et de pardonner à toutes les créatures pour toutes les fois que nous avons refusé de cheminer vers Dieu. Gloire au Père,…",be98fa02c47b13e3bbe128e9c1a681546c59ce7ecb02127f4380e3082ef0760b
HOUR_01_MEDITATION,26,native_block,PASSION24.HOUR.01.P025,"[{""para_id"":""PASSION24.HOUR.01.P025"",""start"":0,""end"":186,""text"":""Je donne un baiser à ton Pied droit. Pardonne-moi et pardonne à toutes les créatures toutes les fois que nous n’avons pas poursuivi la sainteté que Tu voulais pour nous. Gloire au Père,…""}]",False,False,NATIVE_BLOCK_START,"Je donne un baiser à ton Pied droit. Pardonne-moi et pardonne à toutes les créatures toutes les fois que nous n’avons pas poursuivi la sainteté que Tu voulais pour nous. Gloire au Père,…",452a932352dac38c01909566e802d0d707b31f5347c8037931e4bed9ee86da6e
HOUR_01_MEDITATION,27,native_block,PASSION24.HOUR.01.P026,"[{""para_id"":""PASSION24.HOUR.01.P026"",""start"":0,""end"":81,""text"":""Je donne un baiser à ta Main gauche ; communique-nous ta Pureté. Gloire au Père,…""}]",False,False,NATIVE_BLOCK_START,"Je donne un baiser à ta Main gauche ; communique-nous ta Pureté. Gloire au Père,…",f1ccfc2b38e75acb4bd555f6368d4b9eaa8d5c14ebf0d5918970f23c9d818cda
HOUR_01_MEDITATION,28,native_block,PASSION24.HOUR.01.P027,"[{""para_id"":""PASSION24.HOUR.01.P027"",""start"":0,""end"":280,""text"":""Je donne un baiser à ta Main droite pour que Tu bénisses toutes mes émotions, mes affections et mes pensées, afin que, valorisées par cette bénédiction, elles deviennent toutes saintes. Et avec moi, bénis aussi toutes les créatures et scelle le salut de leur âme. Gloire au Père,…""}]",False,False,NATIVE_BLOCK_START,"Je donne un baiser à ta Main droite pour que Tu bénisses toutes mes émotions, mes affections et mes pensées, afin que, valorisées par cette bénédiction, elles deviennent toutes saintes. Et avec moi, bénis aussi toutes les créatures et scelle le salut de leur âme. Gloire au Père,…",d1c890e7ba0fdf94ef85e8e7b972c8a9d7402d18310176ae41cf685ec1f26199
HOUR_01_MEDITATION,29,native_block,PASSION24.HOUR.01.P028,"[{""para_id"":""PASSION24.HOUR.01.P028"",""start"":0,""end"":261,""text"":""Ô Jésus, avec ta Maman je T’embrasse. Je donne un baiser à ton Cœur. Je Te prie de placer mon cœur entre les vôtres, pour qu’il s’alimente continuellement de vos Épanchements d’Amour, de vos Douleurs, de vos Affections, de vos Désirs et de vos Vies mêmes. Amen.""}]",False,False,NATIVE_BLOCK_START,"Ô Jésus, avec ta Maman je T’embrasse. Je donne un baiser à ton Cœur. Je Te prie de placer mon cœur entre les vôtres, pour qu’il s’alimente continuellement de vos Épanchements d’Amour, de vos Douleurs, de vos Affections, de vos Désirs et de vos Vies mêmes. Amen.",0c3ad5f4b5b14528d68b5b77cdbbc9ae64a0f012b918dc668453de7f43116504
HOUR_01_MEDITATION,30,native_block,PASSION24.HOUR.01.P029,"[{""para_id"":""PASSION24.HOUR.01.P029"",""start"":0,""end"":16,""text"":""Gloire au Père,…""}]",False,False,NATIVE_BLOCK_START,"Gloire au Père,…",991e64b3ffe4018c469a18ceca09aa01b9e0eb22408f59625845a9ebc577485c
HOUR_01_REFLECTIONS,0,native_block,PASSION24.HOUR.01.REF.P001,"[{""para_id"":""PASSION24.HOUR.01.REF.P001"",""start"":0,""end"":248,""text"":""Avant de commencer à subir sa Passion, Jésus va chez sa Mère pour lui demander sa bénédiction. Par cet Acte, Il nous enseigne l’obéissance, non seulement extérieure, mais intérieure, qu’il nous faut avoir pour répondre aux inspirations de la Grâce.""}]",False,False,NATIVE_BLOCK_START,"Avant de commencer à subir sa Passion, Jésus va chez sa Mère pour lui demander sa bénédiction. Par cet Acte, Il nous enseigne l’obéissance, non seulement extérieure, mais intérieure, qu’il nous faut avoir pour répondre aux inspirations de la Grâce.",43c66c1635d02dcbd032703a338357b31792b0e75e33c8c7944c502ce4a09822
HOUR_01_REFLECTIONS,1,native_block,PASSION24.HOUR.01.REF.P002,"[{""para_id"":""PASSION24.HOUR.01.REF.P002"",""start"":0,""end"":214,""text"":""Parfois nous ne sommes pas prêts à répondre à une bonne inspiration, soit parce que nous sommes freinés par notre amour-propre joint à la tentation, soit par respect humain, soit pour éviter de nous faire violence.""}]",False,False,NATIVE_BLOCK_START,"Parfois nous ne sommes pas prêts à répondre à une bonne inspiration, soit parce que nous sommes freinés par notre amour-propre joint à la tentation, soit par respect humain, soit pour éviter de nous faire violence.",522e96630969ab4a061ab1014abe2f75db425cf8457dd7277120a2bbd3b1291a
HOUR_01_REFLECTIONS,2,native_block,PASSION24.HOUR.01.REF.P003,"[{""para_id"":""PASSION24.HOUR.01.REF.P003"",""start"":0,""end"":158,""text"":""Mais le refus de donner suite à une inspiration, de pratiquer une vertu, de faire une bonne œuvre, de pratiquer une dévotion, incite le Seigneur à se retirer.""}]",False,False,NATIVE_BLOCK_START,"Mais le refus de donner suite à une inspiration, de pratiquer une vertu, de faire une bonne œuvre, de pratiquer une dévotion, incite le Seigneur à se retirer.",887fe6294e0cb773a49129674ee1936031f85561c6c486c6c7892f29b8bb4985
HOUR_01_REFLECTIONS,3,native_block,PASSION24.HOUR.01.REF.P004,"[{""para_id"":""PASSION24.HOUR.01.REF.P004"",""start"":0,""end"":155,""text"":""Ceci amène la diminution de ses bonnes inspirations. Mais la réponse prompte et prudente aux saintes inspirations nous attire plus de Lumière et de Grâces.""}]",False,False,NATIVE_BLOCK_START,Ceci amène la diminution de ses bonnes inspirations. Mais la réponse prompte et prudente aux saintes inspirations nous attire plus de Lumière et de Grâces.,e4baa3bc590ce8cdcbaf51829a1852bc9bac0cb9457e713410ebe9fee8a668c2
HOUR_01_REFLECTIONS,4,native_block,PASSION24.HOUR.01.REF.P005,"[{""para_id"":""PASSION24.HOUR.01.REF.P005"",""start"":0,""end"":412,""text"":""Dans les cas douteux, il faut recourir promptement aux grands moyens de la prière et aux conseils éclairés. Ainsi le Bon Dieu ne cessera d’illuminer notre âme par ses bonnes inspirations. Nos actions, nos prières, la pratique des Heures de la Passion, nous devons les faire dans les mêmes intentions que Jésus, dans sa Divine Volonté, en nous sacrifiant comme Lui pour la Gloire du Père et pour le bien des âmes.""}]",False,False,NATIVE_BLOCK_START,"Dans les cas douteux, il faut recourir promptement aux grands moyens de la prière et aux conseils éclairés. Ainsi le Bon Dieu ne cessera d’illuminer notre âme par ses bonnes inspirations. Nos actions, nos prières, la pratique des Heures de la Passion, nous devons les faire dans les mêmes intentions que Jésus, dans sa Divine Volonté, en nous sacrifiant comme Lui pour la Gloire du Père et pour le bien des âmes.",b15eb92a184a5dd5cb230aafdf049f59cb9e9f77460ada896f055c9dc387f3d4
HOUR_01_REFLECTIONS,5,native_block,PASSION24.HOUR.01.REF.P006,"[{""para_id"":""PASSION24.HOUR.01.REF.P006"",""start"":0,""end"":339,""text"":""Nous devons nous mettre dans la disposition de nous sacrifier par amour pour Jésus, en nous conformant à son Esprit, en agissant avec ses propres Sentiments et en nous abandonnant à Lui, non seulement dans les souffrances et les contrariétés extérieures, mais plus encore en toute chose qu’Il pourra nous inspirer dans notre for intérieur.""}]",False,False,NATIVE_BLOCK_START,"Nous devons nous mettre dans la disposition de nous sacrifier par amour pour Jésus, en nous conformant à son Esprit, en agissant avec ses propres Sentiments et en nous abandonnant à Lui, non seulement dans les souffrances et les contrariétés extérieures, mais plus encore en toute chose qu’Il pourra nous inspirer dans notre for intérieur.",66504f8ef5edfcf2e67f37195064d305aef862624ed6fbc2d86fbf763cc6d94c
HOUR_01_REFLECTIONS,6,native_block,PASSION24.HOUR.01.REF.P007,"[{""para_id"":""PASSION24.HOUR.01.REF.P007"",""start"":0,""end"":87,""text"":""Et si l’occasion se présente, nous devons être prêts à accepter n’importe quelle peine.""}]",False,False,NATIVE_BLOCK_START,"Et si l’occasion se présente, nous devons être prêts à accepter n’importe quelle peine.",68a04f7ad21f62196721568e42ed30d750c6b1e52834d6c83e738cdaceeca65f
HOUR_01_REFLECTIONS,7,native_block,PASSION24.HOUR.01.REF.P008,"[{""para_id"":""PASSION24.HOUR.01.REF.P008"",""start"":0,""end"":340,""text"":""En agissant ainsi, nous donnerons à notre Jésus de petites gorgées de douceur. Et si nous faisons tout cela dans la Volonté de Dieu, qui contient immensément toutes les douceurs et tous les contentements, nous Lui donnerons de larges gorgées de douceur, afin d’atténuer le poison que Lui causent les créatures et de consoler son divin Cœur.""}]",False,False,NATIVE_BLOCK_START,"En agissant ainsi, nous donnerons à notre Jésus de petites gorgées de douceur. Et si nous faisons tout cela dans la Volonté de Dieu, qui contient immensément toutes les douceurs et tous les contentements, nous Lui donnerons de larges gorgées de douceur, afin d’atténuer le poison que Lui causent les créatures et de consoler son divin Cœur.",bf23bbfd9e98086f09b03cb871f3b4fbf670e2fce783a76a8c9653b28976d8dc
HOUR_01_REFLECTIONS,8,native_block,PASSION24.HOUR.01.REF.P009,"[{""para_id"":""PASSION24.HOUR.01.REF.P009"",""start"":0,""end"":328,""text"":""Avant de commencer une action, invoquons toujours la bénédiction de Dieu, afin que cette action ait le sceau de la Divinité et que cette bénédiction de Dieu s’étende à toutes les créatures. Mon Jésus, que ta Bénédiction me précède, m’accompagne et me suive, afin que tout ce que je fais porte l’empreinte de ton « Je te bénis ».""}]",False,False,NATIVE_BLOCK_START,"Avant de commencer une action, invoquons toujours la bénédiction de Dieu, afin que cette action ait le sceau de la Divinité et que cette bénédiction de Dieu s’étende à toutes les créatures. Mon Jésus, que ta Bénédiction me précède, m’accompagne et me suive, afin que tout ce que je fais porte l’empreinte de ton « Je te bénis ».",30b493a5ceb39485978c7b1ecc22cc20eca1a31dc307713825833714561cc0f8
HOUR_02_MEDITATION,0,native_block,PASSION24.HOUR.02.P001,"[{""para_id"":""PASSION24.HOUR.02.P001"",""start"":0,""end"":280,""text"":""Mon adorable Jésus, j’ai pris part à tes Souffrances et à celles de ta Maman dans vos dernières Étreintes. Je vois que Tu Te décides à partir pour aller là où T’appelle la Volonté du Père. Il est si grand l’Amour entre Toi et ta Mère, ta douce Reine, qu’il Vous rend inséparables.""}]",False,False,NATIVE_BLOCK_START,"Mon adorable Jésus, j’ai pris part à tes Souffrances et à celles de ta Maman dans vos dernières Étreintes. Je vois que Tu Te décides à partir pour aller là où T’appelle la Volonté du Père. Il est si grand l’Amour entre Toi et ta Mère, ta douce Reine, qu’il Vous rend inséparables.",ed91fdb0aa9bece095ad6fa349214518cda2f218c0c028526668a4e96d5e21ff
HOUR_02_MEDITATION,1,native_block,PASSION24.HOUR.02.P002,"[{""para_id"":""PASSION24.HOUR.02.P002"",""start"":0,""end"":120,""text"":""Tu habites sans cesse son Cœur et elle habite sans cesse ton Cœur. Autrement, il Vous serait impossible de Vous séparer.""}]",False,False,NATIVE_BLOCK_START,"Tu habites sans cesse son Cœur et elle habite sans cesse ton Cœur. Autrement, il Vous serait impossible de Vous séparer.",5998c6ca53245ad23fec5fc6dc6afc18cf6724234e20a95b3767649c63d74821
